0.3735 1.0007
-4.7289 -3.7761
-0.2615 1.5329
1.5702 1.2878
3.2375 -1.5118
-3.6550 -3.1607
-2.6331 -4.1833
-2.6731 3.3604
0.9870 1.9591
-2.4790 -3.2484
2.5269 -1.8755
4.0487 -1.4818
-2.9236 -5.8467
-3.5244 -2.5462
2.7168 -1.5753
-1.3064 2.0868
-1.7843 -5.2449
-1.8319 -3.0919
-1.9791 -4.4305
4.6879 2.2775
2.7825 -0.9926
-0.5889 2.7034
1.5155 3.4584
2.1708 -1.4184
2.1781 1.4344
2.1013 0.0078
3.3364 -1.5228
0.4121 1.1350
3.3211 -0.3133
-2.0601 5.5770
-1.8404 -5.2755
-2.2470 4.8626
1.5872 2.4573
0.6346 2.9726
-0.7236 4.6664
1.7155 1.4672
0.5897 4.0995
-2.2007 1.0698
1.1313 2.7015
1.1525 2.1819
-0.7305 0.5158
1.7966 1.2956
-1.0641 2.0082
0.1965 2.6549
-4.1470 -5.6840
-2.2789 -2.5161
0.5483 1.8330
-3.6048 -4.1326
-2.6058 2.8224
4.0475 -0.2494
-1.2981 -3.9229
0.9774 2.4685
2.8378 3.1814
3.4760 -0.4856
0.1988 1.3896
3.8186 -0.4761
-3.7264 -4.0831
-1.5759 -3.8286
2.0294 1.2912
1.4228 1.4038
-2.9174 -3.8138
-0.6283 -0.4305
-0.7828 2.5448
-0.2685 0.6620
2.8863 0.1236
0.9168 1.1879
0.8453 2.2847
-1.9191 -5.4491
1.7551 -0.7598
-3.0592 -3.0710
2.8354 0.6970
1.3469 1.6189
2.2371 1.8394
-0.5272 3.5516
1.0938 0.6924
1.8550 -1.6557
-2.1400 -3.4482
-3.4395 -3.7426
-1.4951 -4.9238
-1.6677 -4.6380
-1.6670 -4.5206
-0.7828 3.8027
1.2867 0.1045
-0.1288 0.8550
3.0768 0.3489
2.8856 2.5592
-3.8988 -4.1036
6.3151 -2.2835
-3.3987 -5.9323
2.5602 0.3651
-2.3594 -3.7100
1.3350 0.8930
-1.4596 1.5597
0.9582 2.3887
4.1354 2.8714
1.8688 2.6330
1.5681 2.4342
-0.3838 3.3970
3.1093 1.1498
0.8656 -0.6698
2.0457 1.5911
-1.8437 2.8209
0.4945 1.1548
0.9553 -0.0860
-1.4585 3.4207
0.0292 1.4492
1.5901 0.2128
0.3322 1.5152
-4.5257 -2.4529
-2.4873 5.1199
1.4699 -0.3603
-1.6259 -3.7244
4.7125 0.3785
-3.6472 -3.2584
2.8084 1.0550
1.0978 2.4437
-0.2951 0.0882
-0.2605 5.0409
3.4106 0.7233
-0.6634 -3.9970
-3.2080 -5.5999
-1.2583 4.6447
-1.1926 0.9312
1.4784 -1.0267
-0.0736 2.5729
-3.7022 -5.2749
0.6341 1.9744
0.8875 0.7484
-3.1087 -6.0772
-2.2440 -5.1428
-2.2338 -3.2844
-2.9263 -3.9542
1.0971 1.0777
2.2344 2.6120
-2.6905 -5.2778
0.5786 0.5897
-2.7769 4.9467
-2.2686 -3.1043
-2.0259 -3.5138
1.6983 2.0209
-2.1903 -2.8914
2.8017 2.5222
1.6163 0.0973
-3.3749 -4.7227
-0.4928 1.0622
-1.2570 -5.5705
1.6906 -0.3769
2.2383 1.6239
3.5035 -0.6937
-3.4391 -5.3956
2.1508 -0.6410
-0.9148 1.0209
0.9738 0.5515
1.4617 -1.5971
-3.8837 -5.5402
-1.2066 -0.1991
-1.4443 -4.8279
2.3136 -0.9871
-2.1817 -3.8723
2.6363 1.2639
1.4846 -0.0069
3.0835 -2.9111
-4.4354 -3.3942
1.5341 2.9968
0.7065 3.3028
-2.4112 3.0983
0.6049 3.3534
0.0983 4.8506
-1.9168 1.7376
-2.3337 -5.6979
-3.0114 -5.0940
3.8847 3.1189
-2.2397 -5.2856
-0.8955 -3.6166
0.8026 3.1712
2.5427 1.1224
1.1499 2.7650
5.1308 -0.1124
-2.3622 -4.3932
2.8804 0.3087
-2.9044 -3.2289
-2.9565 -5.2294
-2.2963 -4.1565
0.7074 0.0322
-2.9965 -3.8846
-1.8158 -3.5450
-2.0933 -4.1054
-2.6880 -4.1705
-1.1061 -4.3963
2.1294 0.2064
-3.4370 -4.0504
-0.4058 1.1812
0.8524 1.1778
2.0638 1.6434
0.7126 2.2921
-0.8059 1.4693
0.7067 2.2492
2.7663 -1.0855
-1.5448 -3.5670
-2.1130 -5.3485
